year,frac_lndu_seasonal_wetland_croplands,frac_lndu_seasonal_wetland_grasslands,frac_lndu_seasonal_wetland_other,frac_lndu_seasonal_wetland_pastures,frac_lndu_seasonal_wetland_shrublands
2060,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2061,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2062,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2063,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2064,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2065,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2066,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2067,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2068,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2069,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2070,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2071,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2072,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2073,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2074,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2075,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2076,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2077,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2078,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2079,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2080,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2081,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2082,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2083,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2084,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2085,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2086,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2087,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2088,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2089,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2090,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2091,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2092,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2093,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2094,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2095,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2096,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2097,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2098,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2099,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
2100,0.08172368542205848,0.11610114258166922,0.027984716474867367,0.11610114258166922,0.15973242358324774
