year,frac_inen_energy_other_product_manufacturing_diesel,frac_inen_energy_other_product_manufacturing_kerosene,frac_inen_energy_other_product_manufacturing_oil,frac_inen_energy_other_product_manufacturing_gasoline,frac_inen_energy_other_product_manufacturing_hydrocarbon_gas_liquids,frac_inen_energy_other_product_manufacturing_electricity,frac_inen_energy_other_product_manufacturing_solar,frac_inen_energy_other_product_manufacturing_solid_biomass,frac_inen_energy_other_product_manufacturing_coal,frac_inen_energy_other_product_manufacturing_coke,frac_inen_energy_other_product_manufacturing_natural_gas,frac_inen_energy_other_product_manufacturing_furnace_gas,frac_inen_energy_other_product_manufacturing_hydrogen
2025,0.08174186939037628,0.0,0.0,0.029663154997630004,0.0,0.1656702496903717,0.0,0.7229247259216219,0.0,0.0,0.0,0.0,0.0
2026,0.0957604591343226,0.0,0.0,0.034750334964568995,0.0,0.19196514935479017,0.0,0.6775240565463183,0.0,0.0,0.0,0.0,0.0
2027,0.10812232020063102,0.0,0.0,0.03923630774209206,0.0,0.21515249575277082,0.0,0.6374888763045061,0.0,0.0,0.0,0.0,0.0
2028,0.11910475693361429,0.0,0.0,0.04322170378810544,0.0,0.23575243321005496,0.0,0.6019211060682255,0.0,0.0,0.0,0.0,0.0
2029,0.12892645693407773,0.0,0.0,0.04678588223945207,0.0,0.2541751576611882,0.0,0.570112503165282,0.0,0.0,0.0,0.0,0.0
2030,0.13776220172138331,0.0,0.0,0.04999226923671597,0.0,0.2707485096806336,0.0,0.5414970193612672,0.0,0.0,0.0,0.0,0.0
2031,0.13255259280825038,0.0,0.0,0.04810176394463258,0.0,0.3277382572988468,0.0,0.4916073859482702,0.0,0.0,0.0,0.0,0.0
2032,0.12801417590574937,0.0,0.0,0.04645482627331721,0.0,0.37738559900385527,0.0,0.4481453988170781,0.0,0.0,0.0,0.0,0.0
2033,0.12402508931847997,0.0,0.0,0.04500723405870765,0.0,0.42102362282222494,0.0,0.40994405380058746,0.0,0.0,0.0,0.0,0.0
2034,0.12049128817307514,0.0,0.0,0.04372485953156861,0.0,0.459681118762446,0.0,0.37610273353291035,0.0,0.0,0.0,0.0,0.0
2035,0.11733903587711102,0.0,0.0,0.042580944556976315,0.0,0.49416471739171336,0.0,0.34591530217419936,0.0,0.0,0.0,0.0,0.0
2036,0.11450970312299188,0.0,0.0,0.041554213254508844,0.0,0.5251157853651106,0.0,0.3188202982573886,0.0,0.0,0.0,0.0,0.0
2037,0.11195608739504931,0.0,0.0,0.040627536391020506,0.0,0.5530506876343545,0.0,0.29436568857957573,0.0,0.0,0.0,0.0,0.0
2038,0.1096397584717314,0.0,0.0,0.03978696809486698,0.0,0.5783898259347131,0.0,0.2721834474986885,0.0,0.0,0.0,0.0,0.0
2039,0.10752911105678628,0.0,0.0,0.03902103917885623,0.0,0.6014789417386901,0.0,0.25197090802566746,0.0,0.0,0.0,0.0,0.0
2040,0.10559791411527673,0.0,0.0,0.03832023071149212,0.0,0.6226049855805318,0.0,0.2334768695926994,0.0,0.0,0.0,0.0,0.0
2041,0.10382421513448271,0.0,0.0,0.03767657638625074,0.0,0.642008103732321,0.0,0.21649110474694547,0.0,0.0,0.0,0.0,0.0
2042,0.10218950196885873,0.0,0.0,0.03708335836505535,0.0,0.6598908070773326,0.0,0.2008363325887534,0.0,0.0,0.0,0.0,0.0
2043,0.10067805428813936,0.0,0.0,0.03653487192648529,0.0,0.6764250658477343,0.0,0.1863620079376411,0.0,0.0,0.0,0.0,0.0
2044,0.0992764364070999,0.0,0.0,0.036026241419710774,0.0,0.6917578577385515,0.0,0.17293946443463787,0.0,0.0,0.0,0.0,0.0
2045,0.09797309680020526,0.0,0.0,0.03555327493310853,0.0,0.7060155489580406,0.0,0.16045807930864558,0.0,0.0,0.0,0.0,0.0
2046,0.09675804900619933,0.0,0.0,0.0351123484983215,0.0,0.7193073849248255,0.0,0.14882221757065356,0.0,0.0,0.0,0.0,0.0
2047,0.09562261525732958,0.0,0.0,0.034700313056344814,0.0,0.7317282947981498,0.0,0.1379487768881758,0.0,0.0,0.0,0.0,0.0
2048,0.09455921890476864,0.0,0.0,0.03431441913117306,0.0,0.7433611622093298,0.0,0.12776519975472855,0.0,0.0,0.0,0.0,0.0
2049,0.09356121513786274,0.0,0.0,0.03395225539982299,0.0,0.7542786770835491,0.0,0.11820785237876516,0.0,0.0,0.0,0.0,0.0
2050,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2051,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2052,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2053,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2054,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2055,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2056,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2057,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2058,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2059,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2060,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2061,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2062,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2063,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2064,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2065,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2066,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2067,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2068,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2069,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2070,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2071,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2072,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2073,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2074,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2075,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2076,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2077,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2078,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2079,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2080,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2081,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2082,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2083,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2084,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2085,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2086,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2087,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2088,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2089,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2090,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2091,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2092,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2093,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2094,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2095,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2096,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2097,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2098,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2099,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
2100,0.09262275200110884,0.0,0.0,0.03361169825704286,0.0,0.7645448560241173,0.0,0.10922069371773103,0.0,0.0,0.0,0.0,0.0
