year,consumpinit_inen_energy_tj_per_tonne_production_metals,consumpinit_inen_energy_tj_per_tonne_production_chemicals,consumpinit_inen_energy_tj_per_tonne_production_cement,consumpinit_inen_energy_tj_per_tonne_production_lime_and_carbonite,consumpinit_inen_energy_tj_per_tonne_production_glass,consumpinit_inen_energy_tj_per_tonne_production_paper,consumpinit_inen_energy_tj_per_tonne_production_recycled_rubber_and_leather,consumpinit_inen_energy_tj_per_tonne_production_recycled_paper,consumpinit_inen_energy_tj_per_tonne_production_recycled_wood,consumpinit_inen_energy_tj_per_tonne_production_recycled_textiles,consumpinit_inen_energy_tj_per_tonne_production_recycled_plastic,consumpinit_inen_energy_tj_per_tonne_production_textiles,consumpinit_inen_energy_tj_per_tonne_production_plastic,consumpinit_inen_energy_tj_per_tonne_production_recycled_glass,consumpinit_inen_energy_tj_per_tonne_production_recycled_metals,consumpinit_inen_energy_tj_per_tonne_production_mining,consumpinit_inen_energy_tj_per_tonne_production_rubber_and_leather,consumpinit_inen_energy_tj_per_tonne_production_electronics,consumpinit_inen_energy_tj_per_tonne_production_wood
2030,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2031,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2032,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2033,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2034,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2035,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2036,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2037,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2038,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2039,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2040,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2041,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2042,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2043,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2044,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2045,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2046,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2047,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2048,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2049,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2050,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2051,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2052,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2053,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2054,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2055,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2056,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2057,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2058,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2059,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2060,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2061,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2062,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2063,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2064,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2065,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2066,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2067,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2068,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2069,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2070,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2071,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2072,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2073,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2074,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2075,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2076,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2077,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2078,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2079,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2080,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2081,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2082,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2083,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2084,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2085,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2086,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2087,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2088,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2089,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2090,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2091,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2092,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2093,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2094,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2095,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2096,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2097,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2098,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2099,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
2100,0.02071718543686039,0.04290687193864009,0.003918104314230521,0.01795731328820973,0.08563646725626618,0.0,3.480210898,0.0,0.306435497,0.04851558,0.186923711,0.04851558,0.186923711,1.822415094,0.0,0.625057449,3.480210898,0.0,0.0
