Country,Strategy_id,Strategy,Sector,Direct_Jobs,Indirect_Jobs,Total_Jobs
BGR,1004,AGRC: Expand conservation agriculture,Wood and Paper,0.00,0.04,0.04
BLZ,1004,AGRC: Expand conservation agriculture,Agriculture,0.64,0.00,0.64
BLZ,1004,AGRC: Expand conservation agriculture,Construction,0.00,0.01,0.01
BLZ,1004,AGRC: Expand conservation agriculture,"Education, Health and Other Services",0.00,0.02,0.02
BLZ,1004,AGRC: Expand conservation agriculture,Electrical and Machinery,0.27,0.01,0.28
BLZ,1004,AGRC: Expand conservation agriculture,"Electricity, Gas and Water",0.00,0.03,0.03
BLZ,1004,AGRC: Expand conservation agriculture,Financial Intermediation and Business Activities,0.00,0.23,0.23
BLZ,1004,AGRC: Expand conservation agriculture,Fishing,0.00,0.00,0.00
BLZ,1004,AGRC: Expand conservation agriculture,Food & Beverages,0.00,0.00,0.00
BLZ,1004,AGRC: Expand conservation agriculture,Hotels and Restaurants,0.00,0.01,0.01
BLZ,1004,AGRC: Expand conservation agriculture,Maintenance and Repair,0.00,0.00,0.00
BLZ,1004,AGRC: Expand conservation agriculture,Metal Products,0.00,0.01,0.01
BLZ,1004,AGRC: Expand conservation agriculture,Mining and Quarrying,0.00,0.03,0.03
BLZ,1004,AGRC: Expand conservation agriculture,Other Manufacturing,0.00,0.00,0.00
BLZ,1004,AGRC: Expand conservation agriculture,Others,0.00,0.00,0.00
BLZ,1004,AGRC: Expand conservation agriculture,"Petroleum, Chemical and Non-Metallic Mineral Products",0.39,0.02,0.41
BLZ,1004,AGRC: Expand conservation agriculture,Post and Telecommunications,0.00,0.01,0.01
BLZ,1004,AGRC: Expand conservation agriculture,Private Households,0.00,0.00,0.00
BLZ,1004,AGRC: Expand conservation agriculture,Public Administration,0.00,0.00,0.00
BLZ,1004,AGRC: Expand conservation agriculture,Re-export & Re-import,0.00,0.00,0.00
BLZ,1004,AGRC: Expand conservation agriculture,Recycling,0.00,0.00,0.00
BLZ,1004,AGRC: Expand conservation agriculture,Retail Trade,0.00,0.02,0.02
BLZ,1004,AGRC: Expand conservation agriculture,Textiles and Wearing Apparel,0.00,0.00,0.00
BLZ,1004,AGRC: Expand conservation agriculture,Transport,0.00,0.09,0.09
BLZ,1004,AGRC: Expand conservation agriculture,Transport Equipment,0.00,0.00,0.00
BLZ,1004,AGRC: Expand conservation agriculture,Wholesale Trade,0.00,0.16,0.16
BLZ,1004,AGRC: Expand conservation agriculture,Wood and Paper,0.00,0.01,0.01
EGY,1004,AGRC: Expand conservation agriculture,Agriculture,2.17,0.01,2.18
EGY,1004,AGRC: Expand conservation agriculture,Construction,0.00,0.19,0.19
EGY,1004,AGRC: Expand conservation agriculture,"Education, Health and Other Services",0.00,0.08,0.08
EGY,1004,AGRC: Expand conservation agriculture,Electrical and Machinery,1.93,0.16,2.10
EGY,1004,AGRC: Expand conservation agriculture,"Electricity, Gas and Water",0.00,0.09,0.09
EGY,1004,AGRC: Expand conservation agriculture,Financial Intermediation and Business Activities,0.00,0.97,0.97
EGY,1004,AGRC: Expand conservation agriculture,Fishing,0.00,0.00,0.00
EGY,1004,AGRC: Expand conservation agriculture,Food & Beverages,0.00,0.02,0.02
EGY,1004,AGRC: Expand conservation agriculture,Hotels and Restaurants,0.00,0.04,0.04
EGY,1004,AGRC: Expand conservation agriculture,Maintenance and Repair,0.00,0.01,0.01
EGY,1004,AGRC: Expand conservation agriculture,Metal Products,0.00,0.29,0.29
EGY,1004,AGRC: Expand conservation agriculture,Mining and Quarrying,0.00,0.04,0.04
EGY,1004,AGRC: Expand conservation agriculture,Other Manufacturing,0.00,0.03,0.03
EGY,1004,AGRC: Expand conservation agriculture,Others,0.00,0.01,0.01
EGY,1004,AGRC: Expand conservation agriculture,"Petroleum, Chemical and Non-Metallic Mineral Products",2.42,0.13,2.55
EGY,1004,AGRC: Expand conservation agriculture,Post and Telecommunications,0.00,0.15,0.15
EGY,1004,AGRC: Expand conservation agriculture,Private Households,0.00,0.00,0.00
EGY,1004,AGRC: Expand conservation agriculture,Public Administration,0.00,0.01,0.01
EGY,1004,AGRC: Expand conservation agriculture,Re-export & Re-import,0.00,0.00,0.00
EGY,1004,AGRC: Expand conservation agriculture,Recycling,0.00,0.00,0.00
EGY,1004,AGRC: Expand conservation agriculture,Retail Trade,0.00,0.06,0.06
EGY,1004,AGRC: Expand conservation agriculture,Textiles and Wearing Apparel,0.00,0.01,0.01
EGY,1004,AGRC: Expand conservation agriculture,Transport,0.00,0.33,0.33
EGY,1004,AGRC: Expand conservation agriculture,Transport Equipment,0.00,0.05,0.05
EGY,1004,AGRC: Expand conservation agriculture,Wholesale Trade,0.00,0.80,0.80
EGY,1004,AGRC: Expand conservation agriculture,Wood and Paper,0.00,0.19,0.19
LBY,1004,AGRC: Expand conservation agriculture,Agriculture,0.97,0.02,0.99
LBY,1004,AGRC: Expand conservation agriculture,Construction,0.00,0.09,0.09
LBY,1004,AGRC: Expand conservation agriculture,"Education, Health and Other Services",0.00,0.16,0.16
LBY,1004,AGRC: Expand conservation agriculture,Electrical and Machinery,0.40,0.07,0.47
LBY,1004,AGRC: Expand conservation agriculture,"Electricity, Gas and Water",0.00,0.40,0.40
LBY,1004,AGRC: Expand conservation agriculture,Financial Intermediation and Business Activities,0.00,0.94,0.94
LBY,1004,AGRC: Expand conservation agriculture,Fishing,0.00,0.01,0.01
LBY,1004,AGRC: Expand conservation agriculture,Food & Beverages,0.00,0.06,0.06
LBY,1004,AGRC: Expand conservation agriculture,Hotels and Restaurants,0.00,0.06,0.06
LBY,1004,AGRC: Expand conservation agriculture,Maintenance and Repair,0.00,0.02,0.02
LBY,1004,AGRC: Expand conservation agriculture,Metal Products,0.00,0.07,0.07
LBY,1004,AGRC: Expand conservation agriculture,Mining and Quarrying,0.00,0.03,0.03
LBY,1004,AGRC: Expand conservation agriculture,Other Manufacturing,0.00,0.01,0.01
LBY,1004,AGRC: Expand conservation agriculture,Others,0.00,0.00,0.00
LBY,1004,AGRC: Expand conservation agriculture,"Petroleum, Chemical and Non-Metallic Mineral Products",0.39,0.04,0.43
LBY,1004,AGRC: Expand conservation agriculture,Post and Telecommunications,0.00,0.13,0.13
LBY,1004,AGRC: Expand conservation agriculture,Private Households,0.00,0.00,0.00
LBY,1004,AGRC: Expand conservation agriculture,Public Administration,0.00,0.01,0.01
LBY,1004,AGRC: Expand conservation agriculture,Re-export & Re-import,0.00,0.00,0.00
LBY,1004,AGRC: Expand conservation agriculture,Recycling,0.00,0.00,0.00
LBY,1004,AGRC: Expand conservation agriculture,Retail Trade,0.00,0.13,0.13
LBY,1004,AGRC: Expand conservation agriculture,Textiles and Wearing Apparel,0.00,0.01,0.01
LBY,1004,AGRC: Expand conservation agriculture,Transport,0.00,0.21,0.21
LBY,1004,AGRC: Expand conservation agriculture,Transport Equipment,0.00,0.02,0.02
LBY,1004,AGRC: Expand conservation agriculture,Wholesale Trade,0.00,0.67,0.67
LBY,1004,AGRC: Expand conservation agriculture,Wood and Paper,0.00,0.07,0.07
MAR,1004,AGRC: Expand conservation agriculture,Agriculture,6.69,0.07,6.77
MAR,1004,AGRC: Expand conservation agriculture,Construction,0.00,0.13,0.13
MAR,1004,AGRC: Expand conservation agriculture,"Education, Health and Other Services",0.00,0.04,0.04
MAR,1004,AGRC: Expand conservation agriculture,Electrical and Machinery,2.27,0.07,2.34
MAR,1004,AGRC: Expand conservation agriculture,"Electricity, Gas and Water",0.00,0.25,0.25
MAR,1004,AGRC: Expand conservation agriculture,Financial Intermediation and Business Activities,0.00,0.65,0.65
MAR,1004,AGRC: Expand conservation agriculture,Fishing,0.00,0.01,0.01
MAR,1004,AGRC: Expand conservation agriculture,Food & Beverages,0.00,0.02,0.02
MAR,1004,AGRC: Expand conservation agriculture,Hotels and Restaurants,0.00,0.07,0.07
MAR,1004,AGRC: Expand conservation agriculture,Maintenance and Repair,0.00,0.02,0.02
MAR,1004,AGRC: Expand conservation agriculture,Metal Products,0.00,0.37,0.37
MAR,1004,AGRC: Expand conservation agriculture,Mining and Quarrying,0.00,0.12,0.12
MAR,1004,AGRC: Expand conservation agriculture,Other Manufacturing,0.00,0.03,0.03
MAR,1004,AGRC: Expand conservation agriculture,Others,0.00,0.00,0.00
MAR,1004,AGRC: Expand conservation agriculture,"Petroleum, Chemical and Non-Metallic Mineral Products",3.53,0.16,3.69
MAR,1004,AGRC: Expand conservation agriculture,Post and Telecommunications,0.00,0.04,0.04
MAR,1004,AGRC: Expand conservation agriculture,Private Households,0.00,0.00,0.00
MAR,1004,AGRC: Expand conservation agriculture,Public Administration,0.00,0.00,0.00
MAR,1004,AGRC: Expand conservation agriculture,Re-export & Re-import,0.00,0.00,0.00
MAR,1004,AGRC: Expand conservation agriculture,Recycling,0.00,0.00,0.00
MAR,1004,AGRC: Expand conservation agriculture,Retail Trade,0.00,0.08,0.08
MAR,1004,AGRC: Expand conservation agriculture,Textiles and Wearing Apparel,0.00,0.00,0.00
MAR,1004,AGRC: Expand conservation agriculture,Transport,0.00,0.40,0.40
MAR,1004,AGRC: Expand conservation agriculture,Transport Equipment,0.00,0.05,0.05
MAR,1004,AGRC: Expand conservation agriculture,Wholesale Trade,0.00,0.89,0.89
MAR,1004,AGRC: Expand conservation agriculture,Wood and Paper,0.00,0.21,0.21
MEX,1004,AGRC: Expand conservation agriculture,Agriculture,3.26,0.01,3.27
MEX,1004,AGRC: Expand conservation agriculture,Construction,0.00,0.03,0.03
MEX,1004,AGRC: Expand conservation agriculture,"Education, Health and Other Services",0.00,0.06,0.06
MEX,1004,AGRC: Expand conservation agriculture,Electrical and Machinery,0.73,0.00,0.74
MEX,1004,AGRC: Expand conservation agriculture,"Electricity, Gas and Water",0.00,0.20,0.20
MEX,1004,AGRC: Expand conservation agriculture,Financial Intermediation and Business Activities,0.00,0.46,0.46
MEX,1004,AGRC: Expand conservation agriculture,Fishing,0.00,0.00,0.00
MEX,1004,AGRC: Expand conservation agriculture,Food & Beverages,0.00,0.21,0.21
MEX,1004,AGRC: Expand conservation agriculture,Hotels and Restaurants,0.00,0.05,0.05
MEX,1004,AGRC: Expand conservation agriculture,Maintenance and Repair,0.00,0.04,0.04
MEX,1004,AGRC: Expand conservation agriculture,Metal Products,0.00,0.07,0.07
MEX,1004,AGRC: Expand conservation agriculture,Mining and Quarrying,0.00,0.50,0.50
MEX,1004,AGRC: Expand conservation agriculture,Other Manufacturing,0.00,0.01,0.01
MEX,1004,AGRC: Expand conservation agriculture,Others,0.00,0.00,0.00
MEX,1004,AGRC: Expand conservation agriculture,"Petroleum, Chemical and Non-Metallic Mineral Products",2.19,0.12,2.32
MEX,1004,AGRC: Expand conservation agriculture,Post and Telecommunications,0.00,0.06,0.06
MEX,1004,AGRC: Expand conservation agriculture,Private Households,0.00,0.00,0.00
MEX,1004,AGRC: Expand conservation agriculture,Public Administration,0.00,0.01,0.01
MEX,1004,AGRC: Expand conservation agriculture,Re-export & Re-import,0.00,0.00,0.00
MEX,1004,AGRC: Expand conservation agriculture,Recycling,0.00,0.00,0.00
MEX,1004,AGRC: Expand conservation agriculture,Retail Trade,0.00,1.34,1.34
MEX,1004,AGRC: Expand conservation agriculture,Textiles and Wearing Apparel,0.00,0.02,0.02
MEX,1004,AGRC: Expand conservation agriculture,Transport,0.00,0.15,0.15
MEX,1004,AGRC: Expand conservation agriculture,Transport Equipment,0.00,0.01,0.01
MEX,1004,AGRC: Expand conservation agriculture,Wholesale Trade,0.00,0.60,0.60
MEX,1004,AGRC: Expand conservation agriculture,Wood and Paper,0.00,0.06,0.06
UGA,1004,AGRC: Expand conservation agriculture,Agriculture,2.60,0.05,2.66
UGA,1004,AGRC: Expand conservation agriculture,Construction,0.00,0.04,0.04
UGA,1004,AGRC: Expand conservation agriculture,"Education, Health and Other Services",0.00,0.03,0.03
UGA,1004,AGRC: Expand conservation agriculture,Electrical and Machinery,0.21,0.04,0.24
UGA,1004,AGRC: Expand conservation agriculture,"Electricity, Gas and Water",0.00,0.06,0.06
UGA,1004,AGRC: Expand conservation agriculture,Financial Intermediation and Business Activities,0.00,0.20,0.20
UGA,1004,AGRC: Expand conservation agriculture,Fishing,0.00,0.03,0.03
UGA,1004,AGRC: Expand conservation agriculture,Food & Beverages,0.00,0.01,0.01
UGA,1004,AGRC: Expand conservation agriculture,Hotels and Restaurants,0.00,0.04,0.04
UGA,1004,AGRC: Expand conservation agriculture,Maintenance and Repair,0.00,0.01,0.01
UGA,1004,AGRC: Expand conservation agriculture,Metal Products,0.00,0.05,0.05
UGA,1004,AGRC: Expand conservation agriculture,Mining and Quarrying,0.00,0.04,0.04
UGA,1004,AGRC: Expand conservation agriculture,Other Manufacturing,0.00,0.01,0.01
UGA,1004,AGRC: Expand conservation agriculture,Others,0.00,0.00,0.00
UGA,1004,AGRC: Expand conservation agriculture,"Petroleum, Chemical and Non-Metallic Mineral Products",0.25,0.05,0.30
UGA,1004,AGRC: Expand conservation agriculture,Post and Telecommunications,0.00,0.04,0.04
UGA,1004,AGRC: Expand conservation agriculture,Private Households,0.00,0.00,0.00
UGA,1004,AGRC: Expand conservation agriculture,Public Administration,0.00,0.00,0.00
UGA,1004,AGRC: Expand conservation agriculture,Re-export & Re-import,0.00,0.00,0.00
UGA,1004,AGRC: Expand conservation agriculture,Recycling,0.00,0.00,0.00
UGA,1004,AGRC: Expand conservation agriculture,Retail Trade,0.00,0.17,0.17
UGA,1004,AGRC: Expand conservation agriculture,Textiles and Wearing Apparel,0.00,0.00,0.00
UGA,1004,AGRC: Expand conservation agriculture,Transport,0.00,0.07,0.07
UGA,1004,AGRC: Expand conservation agriculture,Transport Equipment,0.00,0.01,0.01
UGA,1004,AGRC: Expand conservation agriculture,Wholesale Trade,0.00,0.30,0.30
UGA,1004,AGRC: Expand conservation agriculture,Wood and Paper,0.00,0.03,0.03
BGR,1005,AGRC: Improve crop productivity,Agriculture,441.98,1.18,443.16
BGR,1005,AGRC: Improve crop productivity,Construction,0.00,84.67,84.67
BGR,1005,AGRC: Improve crop productivity,"Education, Health and Other Services",0.00,49.25,49.25
BGR,1005,AGRC: Improve crop productivity,Electrical and Machinery,716.60,13.39,730.00
BGR,1005,AGRC: Improve crop productivity,"Electricity, Gas and Water",0.00,18.95,18.95
BGR,1005,AGRC: Improve crop productivity,Financial Intermediation and Business Activities,0.00,423.13,423.13
BGR,1005,AGRC: Improve crop productivity,Fishing,0.00,2.10,2.10
BGR,1005,AGRC: Improve crop productivity,Food & Beverages,0.00,22.82,22.82
BGR,1005,AGRC: Improve crop productivity,Hotels and Restaurants,0.00,37.09,37.09
BGR,1005,AGRC: Improve crop productivity,Maintenance and Repair,0.00,7.29,7.29
BGR,1005,AGRC: Improve crop productivity,Metal Products,0.00,25.09,25.09
BGR,1005,AGRC: Improve crop productivity,Mining and Quarrying,0.00,4.91,4.91
BGR,1005,AGRC: Improve crop productivity,Other Manufacturing,0.00,6.61,6.61
BGR,1005,AGRC: Improve crop productivity,Others,0.00,5.41,5.41
BGR,1005,AGRC: Improve crop productivity,"Petroleum, Chemical and Non-Metallic Mineral Products",150.13,36.88,187.00
BGR,1005,AGRC: Improve crop productivity,Post and Telecommunications,0.00,56.04,56.04
BGR,1005,AGRC: Improve crop productivity,Private Households,0.00,0.02,0.02
BGR,1005,AGRC: Improve crop productivity,Public Administration,0.00,4.04,4.04
BGR,1005,AGRC: Improve crop productivity,Re-export & Re-import,0.00,0.00,0.00
BGR,1005,AGRC: Improve crop productivity,Recycling,0.00,0.26,0.26
BGR,1005,AGRC: Improve crop productivity,Retail Trade,0.00,49.66,49.66
BGR,1005,AGRC: Improve crop productivity,Textiles and Wearing Apparel,0.00,0.79,0.79
BGR,1005,AGRC: Improve crop productivity,Transport,81.36,81.84,163.20
BGR,1005,AGRC: Improve crop productivity,Transport Equipment,0.00,14.46,14.46
BGR,1005,AGRC: Improve crop productivity,Wholesale Trade,0.00,290.85,290.85
BGR,1005,AGRC: Improve crop productivity,Wood and Paper,0.00,32.72,32.72
BLZ,1005,AGRC: Improve crop productivity,Agriculture,563.73,0.78,564.51
BLZ,1005,AGRC: Improve crop productivity,Construction,0.00,10.96,10.96
BLZ,1005,AGRC: Improve crop productivity,"Education, Health and Other Services",0.00,15.10,15.10
BLZ,1005,AGRC: Improve crop productivity,Electrical and Machinery,662.27,3.34,665.61
BLZ,1005,AGRC: Improve crop productivity,"Electricity, Gas and Water",0.00,23.40,23.40
BLZ,1005,AGRC: Improve crop productivity,Financial Intermediation and Business Activities,0.00,230.97,230.97
BLZ,1005,AGRC: Improve crop productivity,Fishing,0.00,0.60,0.60
BLZ,1005,AGRC: Improve crop productivity,Food & Beverages,0.00,2.72,2.72
BLZ,1005,AGRC: Improve crop productivity,Hotels and Restaurants,0.00,6.83,6.83
BLZ,1005,AGRC: Improve crop productivity,Maintenance and Repair,0.00,1.46,1.46
BLZ,1005,AGRC: Improve crop productivity,Metal Products,0.00,20.27,20.27
BLZ,1005,AGRC: Improve crop productivity,Mining and Quarrying,0.00,17.68,17.68
BLZ,1005,AGRC: Improve crop productivity,Other Manufacturing,0.00,0.98,0.98
BLZ,1005,AGRC: Improve crop productivity,Others,0.00,1.41,1.41
BLZ,1005,AGRC: Improve crop productivity,"Petroleum, Chemical and Non-Metallic Mineral Products",161.42,23.98,185.41
BLZ,1005,AGRC: Improve crop productivity,Post and Telecommunications,0.00,17.00,17.00
BLZ,1005,AGRC: Improve crop productivity,Private Households,0.00,0.00,0.00
BLZ,1005,AGRC: Improve crop productivity,Public Administration,0.00,0.61,0.61
BLZ,1005,AGRC: Improve crop productivity,Re-export & Re-import,0.00,0.00,0.00
BLZ,1005,AGRC: Improve crop productivity,Recycling,0.00,0.03,0.03
BLZ,1005,AGRC: Improve crop productivity,Retail Trade,0.00,18.52,18.52
BLZ,1005,AGRC: Improve crop productivity,Textiles and Wearing Apparel,0.00,0.99,0.99
BLZ,1005,AGRC: Improve crop productivity,Transport,158.10,76.88,234.99
BLZ,1005,AGRC: Improve crop productivity,Transport Equipment,0.00,1.64,1.64
BLZ,1005,AGRC: Improve crop productivity,Wholesale Trade,0.00,166.79,166.79
BLZ,1005,AGRC: Improve crop productivity,Wood and Paper,0.00,6.51,6.51
EGY,1005,AGRC: Improve crop productivity,Agriculture,1923.59,8.93,1932.52
EGY,1005,AGRC: Improve crop productivity,Construction,0.00,170.24,170.24
EGY,1005,AGRC: Improve crop productivity,"Education, Health and Other Services",0.00,83.91,83.91
EGY,1005,AGRC: Improve crop productivity,Electrical and Machinery,4660.96,89.91,4750.86
EGY,1005,AGRC: Improve crop productivity,"Electricity, Gas and Water",0.00,66.79,66.79
EGY,1005,AGRC: Improve crop productivity,Financial Intermediation and Business Activities,0.00,1020.66,1020.66
EGY,1005,AGRC: Improve crop productivity,Fishing,0.00,3.16,3.16
EGY,1005,AGRC: Improve crop productivity,Food & Beverages,0.00,15.08,15.08
EGY,1005,AGRC: Improve crop productivity,Hotels and Restaurants,0.00,36.16,36.16
EGY,1005,AGRC: Improve crop productivity,Maintenance and Repair,0.00,13.86,13.86
EGY,1005,AGRC: Improve crop productivity,Metal Products,0.00,453.91,453.91
EGY,1005,AGRC: Improve crop productivity,Mining and Quarrying,0.00,20.60,20.60
EGY,1005,AGRC: Improve crop productivity,Other Manufacturing,0.00,30.77,30.77
EGY,1005,AGRC: Improve crop productivity,Others,0.00,7.62,7.62
EGY,1005,AGRC: Improve crop productivity,"Petroleum, Chemical and Non-Metallic Mineral Products",993.66,206.80,1200.46
EGY,1005,AGRC: Improve crop productivity,Post and Telecommunications,0.00,192.46,192.46
EGY,1005,AGRC: Improve crop productivity,Private Households,0.00,0.02,0.02
EGY,1005,AGRC: Improve crop productivity,Public Administration,0.00,10.38,10.38
EGY,1005,AGRC: Improve crop productivity,Re-export & Re-import,0.00,0.00,0.00
EGY,1005,AGRC: Improve crop productivity,Recycling,0.00,1.47,1.47
EGY,1005,AGRC: Improve crop productivity,Retail Trade,0.00,54.74,54.74
EGY,1005,AGRC: Improve crop productivity,Textiles and Wearing Apparel,0.00,6.23,6.23
EGY,1005,AGRC: Improve crop productivity,Transport,472.90,265.23,738.14
EGY,1005,AGRC: Improve crop productivity,Transport Equipment,0.00,69.19,69.19
EGY,1005,AGRC: Improve crop productivity,Wholesale Trade,0.00,842.80,842.80
EGY,1005,AGRC: Improve crop productivity,Wood and Paper,0.00,156.90,156.90
LBY,1005,AGRC: Improve crop productivity,Agriculture,863.45,14.72,878.17
LBY,1005,AGRC: Improve crop productivity,Construction,0.00,81.89,81.89
LBY,1005,AGRC: Improve crop productivity,"Education, Health and Other Services",0.00,159.14,159.14
LBY,1005,AGRC: Improve crop productivity,Electrical and Machinery,968.37,43.07,1011.44
LBY,1005,AGRC: Improve crop productivity,"Electricity, Gas and Water",0.00,311.56,311.56
LBY,1005,AGRC: Improve crop productivity,Financial Intermediation and Business Activities,0.00,943.30,943.30
LBY,1005,AGRC: Improve crop productivity,Fishing,0.00,7.10,7.10
LBY,1005,AGRC: Improve crop productivity,Food & Beverages,0.00,49.71,49.71
LBY,1005,AGRC: Improve crop productivity,Hotels and Restaurants,0.00,53.79,53.79
LBY,1005,AGRC: Improve crop productivity,Maintenance and Repair,0.00,16.14,16.14
LBY,1005,AGRC: Improve crop productivity,Metal Products,0.00,91.62,91.62
LBY,1005,AGRC: Improve crop productivity,Mining and Quarrying,0.00,14.68,14.68
LBY,1005,AGRC: Improve crop productivity,Other Manufacturing,0.00,13.75,13.75
LBY,1005,AGRC: Improve crop productivity,Others,0.00,2.93,2.93
LBY,1005,AGRC: Improve crop productivity,"Petroleum, Chemical and Non-Metallic Mineral Products",158.41,61.21,219.62
LBY,1005,AGRC: Improve crop productivity,Post and Telecommunications,0.00,145.11,145.11
LBY,1005,AGRC: Improve crop productivity,Private Households,0.00,0.04,0.04
LBY,1005,AGRC: Improve crop productivity,Public Administration,0.00,6.24,6.24
LBY,1005,AGRC: Improve crop productivity,Re-export & Re-import,0.00,0.00,0.00
LBY,1005,AGRC: Improve crop productivity,Recycling,0.00,0.46,0.46
LBY,1005,AGRC: Improve crop productivity,Retail Trade,0.00,129.87,129.87
LBY,1005,AGRC: Improve crop productivity,Textiles and Wearing Apparel,0.00,8.82,8.82
LBY,1005,AGRC: Improve crop productivity,Transport,130.03,169.12,299.15
LBY,1005,AGRC: Improve crop productivity,Transport Equipment,0.00,20.75,20.75
LBY,1005,AGRC: Improve crop productivity,Wholesale Trade,0.00,660.31,660.31
LBY,1005,AGRC: Improve crop productivity,Wood and Paper,0.00,59.70,59.70
MAR,1005,AGRC: Improve crop productivity,Agriculture,5932.33,56.32,5988.66
MAR,1005,AGRC: Improve crop productivity,Construction,0.00,125.05,125.05
MAR,1005,AGRC: Improve crop productivity,"Education, Health and Other Services",0.00,41.79,41.79
MAR,1005,AGRC: Improve crop productivity,Electrical and Machinery,5471.31,33.46,5504.77
MAR,1005,AGRC: Improve crop productivity,"Electricity, Gas and Water",0.00,207.49,207.49
MAR,1005,AGRC: Improve crop productivity,Financial Intermediation and Business Activities,0.00,700.24,700.24
MAR,1005,AGRC: Improve crop productivity,Fishing,0.00,5.44,5.44
MAR,1005,AGRC: Improve crop productivity,Food & Beverages,0.00,17.14,17.14
MAR,1005,AGRC: Improve crop productivity,Hotels and Restaurants,0.00,69.19,69.19
MAR,1005,AGRC: Improve crop productivity,Maintenance and Repair,0.00,18.05,18.05
MAR,1005,AGRC: Improve crop productivity,Metal Products,0.00,681.89,681.89
MAR,1005,AGRC: Improve crop productivity,Mining and Quarrying,0.00,68.90,68.90
MAR,1005,AGRC: Improve crop productivity,Other Manufacturing,0.00,39.00,39.00
MAR,1005,AGRC: Improve crop productivity,Others,0.00,5.44,5.44
MAR,1005,AGRC: Improve crop productivity,"Petroleum, Chemical and Non-Metallic Mineral Products",1448.75,311.78,1760.53
MAR,1005,AGRC: Improve crop productivity,Post and Telecommunications,0.00,60.11,60.11
MAR,1005,AGRC: Improve crop productivity,Private Households,0.00,0.01,0.01
MAR,1005,AGRC: Improve crop productivity,Public Administration,0.00,2.73,2.73
MAR,1005,AGRC: Improve crop productivity,Re-export & Re-import,0.00,0.00,0.00
MAR,1005,AGRC: Improve crop productivity,Recycling,0.00,1.97,1.97
MAR,1005,AGRC: Improve crop productivity,Retail Trade,0.00,88.31,88.31
MAR,1005,AGRC: Improve crop productivity,Textiles and Wearing Apparel,0.00,3.41,3.41
MAR,1005,AGRC: Improve crop productivity,Transport,653.15,368.96,1022.11
MAR,1005,AGRC: Improve crop productivity,Transport Equipment,0.00,82.90,82.90
MAR,1005,AGRC: Improve crop productivity,Wholesale Trade,0.00,1063.29,1063.29
MAR,1005,AGRC: Improve crop productivity,Wood and Paper,0.00,198.32,198.32
MEX,1005,AGRC: Improve crop productivity,Agriculture,2886.61,9.11,2895.72
MEX,1005,AGRC: Improve crop productivity,Construction,0.00,29.47,29.47
MEX,1005,AGRC: Improve crop productivity,"Education, Health and Other Services",0.00,65.59,65.59
MEX,1005,AGRC: Improve crop productivity,Electrical and Machinery,1762.82,3.16,1765.98
MEX,1005,AGRC: Improve crop productivity,"Electricity, Gas and Water",0.00,176.34,176.34
MEX,1005,AGRC: Improve crop productivity,Financial Intermediation and Business Activities,0.00,420.84,420.84
MEX,1005,AGRC: Improve crop productivity,Fishing,0.00,1.28,1.28
MEX,1005,AGRC: Improve crop productivity,Food & Beverages,0.00,181.98,181.98
