transformation_code,variable,variable_field
TX:INEN:INC_EFFICIENCY_ENERGY,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_oil
TX:INEN:INC_EFFICIENCY_ENERGY,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_solar
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_CONDITIONAL,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_biomass
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_CONDITIONAL,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_coal
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_CONDITIONAL,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_coke
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_CONDITIONAL,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_diesel
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_CONDITIONAL,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_electricity
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_CONDITIONAL,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_furnace_gas
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_CONDITIONAL,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_gasoline
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_CONDITIONAL,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_hydrocarbon_gas_liquids
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_CONDITIONAL,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_hydrogen
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_CONDITIONAL,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_kerosene
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_CONDITIONAL,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_natural_gas
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_CONDITIONAL,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_oil
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_CONDITIONAL,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_solar
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_LEP,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_biomass
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_LEP,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_coal
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_LEP,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_coke
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_LEP,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_diesel
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_LEP,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_electricity
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_LEP,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_furnace_gas
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_LEP,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_gasoline
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_LEP,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_hydrocarbon_gas_liquids
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_LEP,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_hydrogen
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_LEP,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_kerosene
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_LEP,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_natural_gas
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_LEP,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_oil
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_LEP,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_solar
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_NDC,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_biomass
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_NDC,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_coal
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_NDC,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_coke
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_NDC,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_diesel
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_NDC,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_electricity
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_NDC,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_furnace_gas
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_NDC,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_gasoline
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_NDC,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_hydrocarbon_gas_liquids
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_NDC,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_hydrogen
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_NDC,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_kerosene
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_NDC,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_natural_gas
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_NDC,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_oil
TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_NDC,Average Industrial Energy Fuel Efficiency Factor,efficfactor_enfu_industrial_energy_fuel_solar
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_cement
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_chemicals
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_electronics
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_glass
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_lime_and_carbonite
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_metals
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_mining
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_other_product_manufacturing
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_paper
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_plastic
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_glass
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_metals
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_paper
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_plastic
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_rubber_and_leather
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_textiles
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_wood
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_rubber_and_leather
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_textiles
TX:INEN:INC_EFFICIENCY_PRODUCTION,Industrial Energy Demand Scalar,scalar_inen_energy_demand_wood
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_cement
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_chemicals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_electronics
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_glass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_lime_and_carbonite
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_metals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_mining
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_other_product_manufacturing
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_paper
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_plastic
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_glass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_metals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_paper
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_plastic
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_rubber_and_leather
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_textiles
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_wood
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_rubber_and_leather
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_textiles
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_CONDITIONAL,Industrial Energy Demand Scalar,scalar_inen_energy_demand_wood
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_cement
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_chemicals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_electronics
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_glass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_lime_and_carbonite
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_metals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_mining
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_other_product_manufacturing
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_paper
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_plastic
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_glass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_metals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_paper
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_plastic
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_rubber_and_leather
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_textiles
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_recycled_wood
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_rubber_and_leather
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_textiles
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_LEP,Industrial Energy Demand Scalar,scalar_inen_energy_demand_wood
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,Industrial Energy Demand Scalar,scalar_inen_energy_demand_cement
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,Industrial Energy Demand Scalar,scalar_inen_energy_demand_chemicals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,Industrial Energy Demand Scalar,scalar_inen_energy_demand_electronics
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,Industrial Energy Demand Scalar,scalar_inen_energy_demand_glass
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,Industrial Energy Demand Scalar,scalar_inen_energy_demand_lime_and_carbonite
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,Industrial Energy Demand Scalar,scalar_inen_energy_demand_metals
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,Industrial Energy Demand Scalar,scalar_inen_energy_demand_mining
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,Industrial Energy Demand Scalar,scalar_inen_energy_demand_other_product_manufacturing
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,Industrial Energy Demand Scalar,scalar_inen_energy_demand_paper
TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC,Industrial Energy Demand Scalar,scalar_inen_energy_demand_plastic
