transformation_code,variable,variable_field
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Oil,frac_inen_energy_recycled_metals_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solar,frac_inen_energy_recycled_metals_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_recycled_metals_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coal,frac_inen_energy_recycled_paper_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coke,frac_inen_energy_recycled_paper_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_recycled_paper_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_recycled_paper_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_recycled_paper_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_recycled_paper_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_recycled_paper_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Oil,frac_inen_energy_recycled_paper_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solar,frac_inen_energy_recycled_paper_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_recycled_paper_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coal,frac_inen_energy_recycled_plastic_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coke,frac_inen_energy_recycled_plastic_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_recycled_plastic_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_recycled_plastic_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_recycled_plastic_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_recycled_plastic_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_recycled_plastic_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Oil,frac_inen_energy_recycled_plastic_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solar,frac_inen_energy_recycled_plastic_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_recycled_plastic_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coal,frac_inen_energy_recycled_rubber_and_leather_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coke,frac_inen_energy_recycled_rubber_and_leather_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_recycled_rubber_and_leather_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_recycled_rubber_and_leather_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_recycled_rubber_and_leather_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_recycled_rubber_and_leather_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_recycled_rubber_and_leather_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Oil,frac_inen_energy_recycled_rubber_and_leather_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solar,frac_inen_energy_recycled_rubber_and_leather_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_recycled_rubber_and_leather_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coal,frac_inen_energy_recycled_textiles_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coke,frac_inen_energy_recycled_textiles_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_recycled_textiles_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_recycled_textiles_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_recycled_textiles_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_recycled_textiles_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_recycled_textiles_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Oil,frac_inen_energy_recycled_textiles_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solar,frac_inen_energy_recycled_textiles_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_recycled_textiles_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coal,frac_inen_energy_recycled_wood_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coke,frac_inen_energy_recycled_wood_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_recycled_wood_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_recycled_wood_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_recycled_wood_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_recycled_wood_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_recycled_wood_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Oil,frac_inen_energy_recycled_wood_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_recycled_wood_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coal,frac_inen_energy_rubber_and_leather_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coke,frac_inen_energy_rubber_and_leather_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_rubber_and_leather_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_rubber_and_leather_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_rubber_and_leather_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_rubber_and_leather_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_rubber_and_leather_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Oil,frac_inen_energy_rubber_and_leather_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solar,frac_inen_energy_rubber_and_leather_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_rubber_and_leather_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coal,frac_inen_energy_textiles_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coke,frac_inen_energy_textiles_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_textiles_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_textiles_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_textiles_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_textiles_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_textiles_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Oil,frac_inen_energy_textiles_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solar,frac_inen_energy_textiles_solar
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_textiles_solid_biomass
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coal,frac_inen_energy_wood_coal
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Coke,frac_inen_energy_wood_coke
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Diesel,frac_inen_energy_wood_diesel
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Electricity,frac_inen_energy_wood_electricity
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Furnace Gas,frac_inen_energy_wood_furnace_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Gasoline,frac_inen_energy_wood_gasoline
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Natural Gas,frac_inen_energy_wood_natural_gas
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Oil,frac_inen_energy_wood_oil
TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NDC,Industrial Energy Fuel Fraction Solid Biomass,frac_inen_energy_wood_solid_biomass
TX:IPPU:DEC_CLINKER,Clinker Fraction of Cement,frac_ippu_cement_clinker
TX:IPPU:DEC_CLINKER_STRATEGY_CONDITIONAL,Clinker Fraction of Cement,frac_ippu_cement_clinker
TX:IPPU:DEC_CLINKER_STRATEGY_LEP,Clinker Fraction of Cement,frac_ippu_cement_clinker
TX:IPPU:DEC_CLINKER_STRATEGY_NDC,Clinker Fraction of Cement,frac_ippu_cement_clinker
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_cement
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_chemicals
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_construction_and_demolition
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_electronics
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_glass
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_lime_and_carbonite
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_metals
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_mining
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_other_industries
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_other_product_manufacturing
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_paper
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_plastic
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_product_use_lubricants
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_product_use_ods_other
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_product_use_ods_refrigeration
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_product_use_other
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_product_use_paraffin_wax
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_rubber_and_leather
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_textiles
TX:IPPU:DEC_DEMAND,Industrial Production Scalar,demscalar_ippu_wood
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_cement
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_chemicals
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_construction_and_demolition
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_electronics
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_glass
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_lime_and_carbonite
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_metals
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_mining
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_other_industries
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_other_product_manufacturing
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_paper
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_plastic
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_product_use_lubricants
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_product_use_ods_other
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_product_use_ods_refrigeration
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_product_use_other
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_product_use_paraffin_wax
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_rubber_and_leather
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_textiles
TX:IPPU:DEC_DEMAND_STRATEGY_CONDITIONAL,Industrial Production Scalar,demscalar_ippu_wood
TX:IPPU:DEC_HFCS,HFC-143a GDP Product Use Emission Factor,ef_ippu_tonne_c2h3f3_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS,HFC-125 GDP Product Use Emission Factor,ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_other
TX:IPPU:DEC_HFCS,HFC-125 GDP Product Use Emission Factor,ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS,HFC-245fa GDP Product Use Emission Factor,ef_ippu_tonne_c3h3f5_per_mmm_gdp_product_use_ods_other
TX:IPPU:DEC_HFCS,HFC-245fa GDP Product Use Emission Factor,ef_ippu_tonne_c3h3f5_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS,HFC-365mfc GDP Product Use Emission Factor,ef_ippu_tonne_c4h5f5_per_mmm_gdp_product_use_ods_other
TX:IPPU:DEC_HFCS,HFC-32 GDP Product Use Emission Factor,ef_ippu_tonne_ch2f2_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS,HFC-32 Production Process Emission Factor,ef_ippu_tonne_ch2f2_per_tonne_production_electronics
TX:IPPU:DEC_HFCS,HFC-134a GDP Product Use Emission Factor,ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_other
TX:IPPU:DEC_HFCS,HFC-134a GDP Product Use Emission Factor,ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS_STRATEGY_CONDITIONAL,HFC-143a GDP Product Use Emission Factor,ef_ippu_tonne_c2h3f3_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS_STRATEGY_CONDITIONAL,HFC-125 GDP Product Use Emission Factor,ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_other
TX:IPPU:DEC_HFCS_STRATEGY_CONDITIONAL,HFC-125 GDP Product Use Emission Factor,ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS_STRATEGY_CONDITIONAL,HFC-245fa GDP Product Use Emission Factor,ef_ippu_tonne_c3h3f5_per_mmm_gdp_product_use_ods_other
TX:IPPU:DEC_HFCS_STRATEGY_CONDITIONAL,HFC-245fa GDP Product Use Emission Factor,ef_ippu_tonne_c3h3f5_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS_STRATEGY_CONDITIONAL,HFC-365mfc GDP Product Use Emission Factor,ef_ippu_tonne_c4h5f5_per_mmm_gdp_product_use_ods_other
TX:IPPU:DEC_HFCS_STRATEGY_CONDITIONAL,HFC-32 GDP Product Use Emission Factor,ef_ippu_tonne_ch2f2_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS_STRATEGY_CONDITIONAL,HFC-32 Production Process Emission Factor,ef_ippu_tonne_ch2f2_per_tonne_production_electronics
TX:IPPU:DEC_HFCS_STRATEGY_CONDITIONAL,HFC-134a GDP Product Use Emission Factor,ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_other
TX:IPPU:DEC_HFCS_STRATEGY_CONDITIONAL,HFC-134a GDP Product Use Emission Factor,ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS_STRATEGY_LEP,HFC-143a GDP Product Use Emission Factor,ef_ippu_tonne_c2h3f3_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS_STRATEGY_LEP,HFC-125 GDP Product Use Emission Factor,ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_other
TX:IPPU:DEC_HFCS_STRATEGY_LEP,HFC-125 GDP Product Use Emission Factor,ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS_STRATEGY_LEP,HFC-245fa GDP Product Use Emission Factor,ef_ippu_tonne_c3h3f5_per_mmm_gdp_product_use_ods_other
TX:IPPU:DEC_HFCS_STRATEGY_LEP,HFC-245fa GDP Product Use Emission Factor,ef_ippu_tonne_c3h3f5_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS_STRATEGY_LEP,HFC-365mfc GDP Product Use Emission Factor,ef_ippu_tonne_c4h5f5_per_mmm_gdp_product_use_ods_other
TX:IPPU:DEC_HFCS_STRATEGY_LEP,HFC-32 GDP Product Use Emission Factor,ef_ippu_tonne_ch2f2_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS_STRATEGY_LEP,HFC-32 Production Process Emission Factor,ef_ippu_tonne_ch2f2_per_tonne_production_electronics
TX:IPPU:DEC_HFCS_STRATEGY_LEP,HFC-134a GDP Product Use Emission Factor,ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_other
TX:IPPU:DEC_HFCS_STRATEGY_LEP,HFC-134a GDP Product Use Emission Factor,ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS_STRATEGY_NDC,HFC-143a GDP Product Use Emission Factor,ef_ippu_tonne_c2h3f3_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS_STRATEGY_NDC,HFC-125 GDP Product Use Emission Factor,ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_other
TX:IPPU:DEC_HFCS_STRATEGY_NDC,HFC-125 GDP Product Use Emission Factor,ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS_STRATEGY_NDC,HFC-245fa GDP Product Use Emission Factor,ef_ippu_tonne_c3h3f5_per_mmm_gdp_product_use_ods_other
TX:IPPU:DEC_HFCS_STRATEGY_NDC,HFC-245fa GDP Product Use Emission Factor,ef_ippu_tonne_c3h3f5_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS_STRATEGY_NDC,HFC-365mfc GDP Product Use Emission Factor,ef_ippu_tonne_c4h5f5_per_mmm_gdp_product_use_ods_other
TX:IPPU:DEC_HFCS_STRATEGY_NDC,HFC-32 GDP Product Use Emission Factor,ef_ippu_tonne_ch2f2_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_HFCS_STRATEGY_NDC,HFC-32 Production Process Emission Factor,ef_ippu_tonne_ch2f2_per_tonne_production_electronics
TX:IPPU:DEC_HFCS_STRATEGY_NDC,HFC-134a GDP Product Use Emission Factor,ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_other
TX:IPPU:DEC_HFCS_STRATEGY_NDC,HFC-134a GDP Product Use Emission Factor,ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_refrigeration
TX:IPPU:DEC_N2O,:math:\text{N}_2\text{O} GDP Production Process Emission Factor,ef_ippu_tonne_n2o_per_mmm_gdp_other_product_manufacturing
TX:IPPU:DEC_N2O,:math:\text{N}_2\text{O} Production Process Emission Factor,ef_ippu_tonne_n2o_per_tonne_production_chemicals
TX:IPPU:DEC_N2O,:math:\text{N}_2\text{O} Production Process Emission Factor,ef_ippu_tonne_n2o_per_tonne_production_electronics
TX:IPPU:DEC_N2O_STRATEGY_CONDITIONAL,:math:\text{N}_2\text{O} GDP Production Process Emission Factor,ef_ippu_tonne_n2o_per_mmm_gdp_other_product_manufacturing
TX:IPPU:DEC_N2O_STRATEGY_CONDITIONAL,:math:\text{N}_2\text{O} Production Process Emission Factor,ef_ippu_tonne_n2o_per_tonne_production_chemicals
TX:IPPU:DEC_N2O_STRATEGY_CONDITIONAL,:math:\text{N}_2\text{O} Production Process Emission Factor,ef_ippu_tonne_n2o_per_tonne_production_electronics
TX:IPPU:DEC_PFCS,PFC-1114 Production Process Emission Factor,ef_ippu_tonne_c4f6_per_tonne_production_electronics
TX:IPPU:DEC_PFCS,PFC-C-1418 Production Process Emission Factor,ef_ippu_tonne_c5f8_per_tonne_production_electronics
TX:IPPU:DEC_PFCS_STRATEGY_CONDITIONAL,PFC-1114 Production Process Emission Factor,ef_ippu_tonne_c4f6_per_tonne_production_electronics
TX:IPPU:DEC_PFCS_STRATEGY_CONDITIONAL,PFC-C-1418 Production Process Emission Factor,ef_ippu_tonne_c5f8_per_tonne_production_electronics
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_croplands
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_forests_secondary
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_other
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_pastures
TX:LNDU:DEC_DEFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_forests_secondary_to_shrublands
TX:LNDU:DEC_SOC_LOSS_PASTURES,Fraction of Pastures Improved,frac_lndu_improved_pastures
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_croplands_to_forests_secondary
TX:LNDU:INC_REFORESTATION,Unadjusted Land Use Transition Probability,pij_lndu_other_to_forests_secondary
TX:LNDU:INC_REFORESTATION_STRATEGY_CONDITIONAL,Unadjusted Land Use Transition Probability,pij_lndu_croplands_to_forests_secondary
TX:LNDU:INC_REFORESTATION_STRATEGY_CONDITIONAL,Unadjusted Land Use Transition Probability,pij_lndu_other_to_forests_secondary
TX:LNDU:INC_REFORESTATION_STRATEGY_LEP,Unadjusted Land Use Transition Probability,pij_lndu_croplands_to_forests_secondary
TX:LNDU:INC_REFORESTATION_STRATEGY_LEP,Unadjusted Land Use Transition Probability,pij_lndu_other_to_forests_secondary
TX:LNDU:INC_REFORESTATION_STRATEGY_NDC,Unadjusted Land Use Transition Probability,pij_lndu_croplands_to_forests_secondary
TX:LNDU:INC_REFORESTATION_STRATEGY_NDC,Unadjusted Land Use Transition Probability,pij_lndu_other_to_forests_secondary
TX:LNDU:INC_SILVOPASTURE,Land Use Biomass Sequestration Factor,ef_lndu_sequestration_pastures_kt_co2_ha
TX:LNDU:PLUR,Land Use Yield Reallocation Factor,lndu_reallocation_factor
TX:LSMM:INC_CAPTURE_BIOGAS,Biogas Recovery Factor at LSMM Anaerobic Facilities,gasrf_lsmm_biogas_anaerobic_digester
TX:LSMM:INC_CAPTURE_BIOGAS,Biogas Recovery Factor at LSMM Anaerobic Facilities,gasrf_lsmm_biogas_anaerobic_lagoon
TX:LSMM:INC_CAPTURE_BIOGAS_STRATEGY_CONDITIONAL,Biogas Recovery Factor at LSMM Anaerobic Facilities,gasrf_lsmm_biogas_anaerobic_lagoon
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Anaerobic Digester,frac_lvst_mm_cattle_dairy_anaerobic_digester
TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Livestock Manure Management Fraction Composting,frac_lvst_mm_cattle_dairy_composting
